Iteration,Loss
15290,0.35829455
15300,0.34135544
15310,0.5231949
15320,0.40146703
15330,0.30923417
15340,0.18094449
15350,0.24556993
15360,0.48076454
15370,0.32929283
15380,0.42925477
15390,0.5966337
15400,0.16545261
15410,0.47222328
15420,0.4052205
15430,0.39120147
15440,0.24692234
15450,0.33438444
15460,0.12514785
15470,0.27758247
15480,0.42016703
15490,0.4808373
15500,0.31375703
15510,0.33374035
15520,0.17736927
15530,0.42339194
15540,0.47865927
15550,0.4337768
15560,0.3194215
15570,0.2944294
15580,0.333817
15590,0.2575202
15600,0.3161329
15610,0.39709777
15620,0.5035393
15630,0.4561944
15640,0.22881655
15650,0.31159666
15660,0.5568837
15670,0.5785823
15680,0.16437548
15690,0.36669946
15700,0.1642884
15710,0.20574099
15720,0.4349169
15730,0.43645853
15740,0.35953462
15750,0.3867781
15760,0.3731307
15770,0.4039098
15780,0.30194357
15790,0.4231239
15800,0.3324129
15810,0.4229766
15820,0.2968438
15830,0.26365942
15840,0.58472645
15850,0.49787912
15860,0.4391712
15870,0.6830347
15880,0.4002565
15890,0.36829752
15900,0.3833282
15910,0.62618643
15920,0.22517578
15930,0.2826186
15940,0.32927206
15950,0.24416292
15960,0.48661846
15970,0.35330784
15980,0.38853896
15990,0.42295673
16000,0.2520667
16010,0.31193194
16020,0.44373494
16030,0.46002996
16040,0.2017929
16050,0.29188442
16060,0.26362282
16070,0.19424811
16080,0.39548653
16090,0.3699344
16100,0.30659902
16110,0.33839554
16120,0.17546034
16130,0.3030727
16140,0.61277723
16150,0.54589295
16160,0.24012484
16170,0.3498045
16180,0.26365185
16190,0.22396088
16200,0.47713885
16210,0.5395783
16220,0.2861693
16230,0.61354953
16240,0.15502483
16250,0.24196474
16260,0.22473963
16270,0.34869382
16280,0.29615444
16290,0.36332688
16300,0.2194533
16310,0.2989161
16320,0.45107645
16330,0.4796878
16340,0.39449313
16350,0.44382113
16360,0.25794154
16370,0.36882046
16380,0.41771895
16390,0.49892235
16400,0.14244658
16410,0.3040213
16420,0.2501768
16430,0.26128596
16440,0.30542517
16450,0.69002545
16460,0.35385078
16470,0.43312472
16480,0.29164034
16490,0.70583767
16500,0.3508842
16510,0.50378054
16520,0.102674946
16530,0.20386985
16540,0.23504274
16550,0.09155927
16560,0.37032518
16570,0.45244926
16580,0.45765436
16590,0.44596687
16600,0.20628949
16610,0.45352018
16620,0.30049443
16630,0.61036956
16640,0.38792324
16650,0.36122257
16660,0.27721024
16670,0.26396343
16680,0.32384375
16690,0.5013237
16700,0.63299274
16710,0.44334024
16720,0.19122444
16730,0.3359509
16740,0.41988742
16750,0.46968657
16760,0.12978348
16770,0.22904128
16780,0.2344397
16790,0.24802703
16800,0.32845807
16810,0.49499258
16820,0.37578058
16830,0.33387333
16840,0.22664022
16850,0.34854412
16860,0.42787018
16870,0.48593497
16880,0.21934767
16890,0.3294853
16900,0.28184694
16910,0.21965064
16920,0.27272874
16930,0.5032958
16940,0.36507514
16950,0.47937927
16960,0.3000071
16970,0.45098096
16980,0.3828795
16990,0.64941764
17000,0.12798852
17010,0.38122153
17020,0.35532552
17030,0.27883375
17040,0.48841554
17050,0.48970133
17060,0.3790891
17070,0.45831683
17080,0.33159113
17090,0.46622357
17100,0.31510305
17110,0.3435475
17120,0.20405261
17130,0.3542322
17140,0.11484566
17150,0.40888825
17160,0.4885236
17170,0.43702394
17180,0.4545064
17190,0.2824126
17200,0.25047448
17210,0.5034394
17220,0.4551419
17230,0.46768776
17240,0.20040654
17250,0.27710247
17260,0.31621298
17270,0.35094163
17280,0.3674446
17290,0.46722287
17300,0.34711125
17310,0.4134742
17320,0.28056014
17330,0.4934843
17340,0.45115793
17350,0.35761374
17360,0.19535846
17370,0.26468706
17380,0.26701412
17390,0.3048393
17400,0.34011653
17410,0.5305753
17420,0.35252863
17430,0.27836344
17440,0.27835467
17450,0.5750326
17460,0.4396069
17470,0.5902978
17480,0.21307448
17490,0.2369754
17500,0.22807051
17510,0.15460339
17520,0.36781198
17530,0.4982107
17540,0.23568353
17550,0.35815457
17560,0.18087086
17570,0.33165762
17580,0.34710574
17590,0.47532615
17600,0.18439242
17610,0.18508454
17620,0.37223592
17630,0.2325759
17640,0.44722977
17650,0.40826738
17660,0.5173372
17670,0.4693374
17680,0.10454912
17690,0.38794833
17700,0.4394686
17710,0.7706636
17720,0.32559806
17730,0.20448782
17740,0.21258591
17750,0.25241578
17760,0.30868885
17770,0.4878475
17780,0.45102715
17790,0.49890152
17800,0.27179155
17810,0.38745552
17820,0.56022626
17830,0.5378715
17840,0.27879012
17850,0.29781002
17860,0.18164809
17870,0.24768887
17880,0.3577261
17890,0.44250062
17900,0.3521273
17910,0.3164081
17920,0.35904032
17930,0.42531008
17940,0.27471948
17950,0.59645855
17960,0.15946358
17970,0.30047572
17980,0.118927956
17990,0.28906268
18000,0.3892338
18010,0.4294087
18020,0.39349908
18030,0.44645792
18040,0.30291384
18050,0.39518166
18060,0.36919165
18070,0.3016824
18080,0.13425821
18090,0.16575922
18100,0.20395833
18110,0.21868211
18120,0.27425122
18130,0.5465325
18140,0.43956864
18150,0.44231153
18160,0.29020512
18170,0.22702634
18180,0.48354346
18190,0.5093522
18200,0.22256947
18210,0.4273926
18220,0.21477818
18230,0.34480008
18240,0.44086248
18250,0.68781626
18260,0.45046827
18270,0.39378464
18280,0.32226837
18290,0.44122732
18300,0.51674336
18310,0.48574308
18320,0.24809131
18330,0.20888245
18340,0.28804612
18350,0.29472935
18360,0.55944186
18370,0.51701665
18380,0.37562165
18390,0.44646037
18400,0.15195456
18410,0.34961936
18420,0.32083437
18430,0.54718363
18440,0.2015744
18450,0.4174083
18460,0.27609015
18470,0.16983451
18480,0.49594378
18490,0.40347117
18500,0.5824218
18510,0.34741372
18520,0.27021468
18530,0.25323048
18540,0.22321047
18550,0.561383
18560,0.27653852
18570,0.30678225
18580,0.31048423
18590,0.19986346
18600,0.32860667
18610,0.3535285
18620,0.54952544
18630,0.3123719
18640,0.2577486
18650,0.44197685
18660,0.26215255
18670,0.46628982
18680,0.2791173
18690,0.28616354
18700,0.24319887
18710,0.17399296
18720,0.42991382
18730,0.3631658
18740,0.48051912
18750,0.4166734
18760,0.17287533
18770,0.34365863
18780,0.39286727
18790,0.3699073
18800,0.16906092
18810,0.27751315
18820,0.31940687
18830,0.24033558
18840,0.38549632
18850,0.2850749
18860,0.4219701
18870,0.2928236
18880,0.2798686
18890,0.39734405
18900,0.4172988
18910,0.5168507
18920,0.32714576
18930,0.41245785
18940,0.2882517
18950,0.2947687
18960,0.44184956
18970,0.38587016
18980,0.39231104
18990,0.23720983
19000,0.32892948
19010,0.5408855
19020,0.34773362
19030,0.44026846
19040,0.22237773
19050,0.1770064
19060,0.24747452
19070,0.33236384
19080,0.51559675
19090,0.37235004
19100,0.4390434
19110,0.30653554
19120,0.18595588
19130,0.35890102
19140,0.42089236
19150,0.43986747
19160,0.20417805
19170,0.28992778
19180,0.22096059
19190,0.24596852
19200,0.3186583
19210,0.33773023
19220,0.3375119
19230,0.3797015
19240,0.26992607
19250,0.41913354
19260,0.43123806
19270,0.3724352
19280,0.26829147
19290,0.30264533
19300,0.24627121
19310,0.26414755
19320,0.40097222
19330,0.34836015
19340,0.4057335
19350,0.3001306
19360,0.24477611
19370,0.30061153
19380,0.40229544
19390,0.48012364
19400,0.23594464
19410,0.3095365
19420,0.2562691
19430,0.33708233
19440,0.36415583
19450,0.5684109
19460,0.41740185
19470,0.41929466
19480,0.15879992
19490,0.28400272
19500,0.31583482
19510,0.33961308
19520,0.17302966
19530,0.3074487
19540,0.19379134
19550,0.24285322
19560,0.4247923
19570,0.34653407
19580,0.44570598
19590,0.4071713
19600,0.28137028
19610,0.21900547
19620,0.3930784
19630,0.49679446
19640,0.21305436
19650,0.36137277
19660,0.16718763
19670,0.12686524
19680,0.39989623
19690,0.4779121
19700,0.34799778
19710,0.4055692
19720,0.2470624
19730,0.38321427
19740,0.37735623
19750,0.45646676
19760,0.23848782
19770,0.34270746
19780,0.27496064
19790,0.2472732
19800,0.46403491
19810,0.47210327
19820,0.35705742
19830,0.32001245
19840,0.22163078
19850,0.40467486
19860,0.3109896
19870,0.38557622
19880,0.26702863
19890,0.41747802
19900,0.14741348
19910,0.24126536
19920,0.3825811
19930,0.25276703
19940,0.60753417
19950,0.2858626
19960,0.17171073
19970,0.31463736
19980,0.28383943
19990,0.39842677
20000,0.14873733
20010,0.25700742
20020,0.1900689
20030,0.24111101
20040,0.44578022
20050,0.4355492
20060,0.3007359
20070,0.43399474
20080,0.21132141
20090,0.31436834
20100,0.4298874
20110,0.4759682
20120,0.35755414
20130,0.24830353
20140,0.26732233
20150,0.22469126
20160,0.3290524
20170,0.3465112
20180,0.30140257
20190,0.38428238
20200,0.23322845
20210,0.26732707
20220,0.3464511
20230,0.48644176
20240,0.27302474
20250,0.2197757
20260,0.18819863
20270,0.2019416
20280,0.5094266
20290,0.5945592
20300,0.31465805
20310,0.4383573
20320,0.23897605
20330,0.3443441
20340,0.2713058
20350,0.4058512
20360,0.12474762
20370,0.40971494
20380,0.43035263
20390,0.21507499
20400,0.3219969
20410,0.47075132
20420,0.28808048
20430,0.45113173
20440,0.35548615
20450,0.30283543
20460,0.35333723
20470,0.3639668
20480,0.21252061
20490,0.27957338
20500,0.1080489
20510,0.21040866
20520,0.36788017
20530,0.43834114
20540,0.3848758
20550,0.38489705
20560,0.29679105
20570,0.26181397
20580,0.31212774
20590,0.46682942
20600,0.34433073
20610,0.26311997
20620,0.2187812
20630,0.20682997
20640,0.29902402
20650,0.32338625
20660,0.30046746
20670,0.4896291
20680,0.16373275
20690,0.39238948
20700,0.3270774
20710,0.338651
20720,0.17630394
20730,0.21612664
20740,0.2191001
20750,0.19278535
20760,0.3359884
20770,0.37989104
20780,0.3797134
20790,0.25401407
20800,0.30889082
20810,0.295791
20820,0.32000375
20830,2.0355296
20840,0.3308707
20850,0.26243728
20860,0.27277717
20870,0.2949011
20880,0.3367883
20890,0.24244294
20900,0.36088505
20910,0.28723305
20920,0.14384441
20930,0.34419364
20940,0.3914742
20950,0.43033475
20960,0.24246392
20970,0.197556
20980,0.27188352
20990,0.23783088
21000,0.4979383
21010,0.4753569
21020,0.26707682
21030,0.38591313
21040,0.2678687
21050,0.19818468
21060,0.2111057
21070,0.39948374
21080,0.16492766
21090,0.28718197
21100,0.13408443
21110,0.19057615
21120,0.40986195
21130,0.34567642
21140,0.37466374
21150,0.30638683
21160,0.1613569
21170,0.3172611
21180,0.5404204
21190,0.6868713
21200,0.29410774
21210,0.1256221
21220,0.117612965
21230,0.16379341
21240,0.34277803
21250,0.3137347
21260,0.4920803
21270,0.3991155
21280,0.25163764
21290,0.37312505
21300,0.3616473
21310,0.4598515
21320,0.17207888
21330,0.33687553
21340,0.25509465
21350,0.174143
21360,0.2504202
21370,0.47794282
21380,0.67304957
21390,0.28906512
21400,0.20819879
21410,0.4054153
21420,0.33358365
21430,0.43191373
21440,0.1485315
21450,0.25120765
21460,0.23106356
21470,0.29674986
21480,0.30306143
21490,0.37287003
21500,0.43952304
21510,0.46348184
21520,0.19579658
21530,0.27434832
21540,0.31997365
21550,0.42277342
21560,0.16200958
21570,0.248164
21580,0.20910405
21590,0.2575397
21600,0.38579968
21610,0.48439115
21620,0.2894444
21630,0.45023
21640,0.21808237
21650,0.35445547
21660,0.3216794
21670,0.3842994
21680,0.36982363
21690,0.32735404
21700,0.34713304
21710,0.21500355
21720,0.23106381
21730,0.37140113
21740,0.47514275
21750,0.33536017
21760,0.14471224
21770,0.2938655
21780,0.3583265
21790,0.39959455
21800,0.13381816
21810,0.34610748
21820,0.13297117
21830,0.35632354
21840,0.33198524
21850,0.35221598
21860,0.36824787
21870,0.37903675
21880,0.24762288
21890,0.26533553
21900,0.25542882
21910,0.3633741
21920,0.14177439
21930,0.2986874
21940,0.35304916
21950,0.13968438
21960,0.24851607
21970,0.35304338
21980,0.45277447
21990,0.30523205
22000,0.16641498
22010,0.37859213
22020,0.2731463
22030,0.415681
22040,0.24466065
22050,0.3011643
22060,0.30092072
22070,0.23508789
22080,0.41935068
22090,0.30097547
22100,0.3807276
22110,0.41669136
22120,0.22037746
22130,0.23096913
22140,0.32282236
22150,0.4241701
22160,0.32430398
22170,0.31050164
22180,0.26945293
22190,0.1651859
22200,0.30908155
22210,0.4748761
22220,0.65141904
22230,0.51265544
22240,0.16745174
22250,0.29952508
22260,0.3193353
22270,0.49568057
22280,0.16640061
22290,0.2040601
22300,0.21118353
22310,0.2809891
22320,0.3487625
22330,0.34877467
22340,0.3950622
22350,0.27353567
22360,0.23180957
22370,0.2962205
22380,0.44618756
22390,0.45364478
22400,0.21372275
22410,0.24129754
22420,0.14837107
22430,0.2857806
22440,0.3783416
22450,0.26244164
22460,0.24019434
22470,0.35449013
22480,0.16334042
22490,0.25132716
22500,0.37375152
22510,0.5310242
22520,0.15062332
22530,0.26698703
22540,0.17051561
22550,0.21097873
22560,0.354136
22570,0.39924666
22580,0.2728379
22590,0.29449102
22600,0.21137437
22610,0.48804414
22620,0.3040939
22630,0.61143327
22640,0.18377884
22650,0.14622763
22660,0.28244132
22670,0.20641567
22680,0.27594912
22690,0.4568305
22700,0.4368412
22710,0.32110518
22720,0.22786912
22730,0.34951675
22740,0.42256287
22750,0.4723739
22760,0.21319063
22770,0.34501785
22780,0.28144997
22790,0.23253666
22800,0.3237221
22810,0.28967094
22820,0.28044337
22830,0.27092564
22840,0.18729693
22850,0.2237947
22860,0.32172263
22870,0.34702468
22880,0.2501157
22890,0.22309136
22900,0.27879912
22910,0.26265892
22920,0.2773878
22930,0.40612903
22940,0.41921094
22950,0.23515752
22960,0.21536554
22970,0.24776548
22980,0.42298836
22990,0.51605976
23000,0.1906974
23010,0.31939197
23020,0.2550113
23030,0.17233375
23040,0.36832142
23050,0.22250356
23060,0.29605794
23070,0.41542274
23080,0.15889739
23090,0.27801794
23100,0.25206777
23110,0.3866778
23120,0.16291755
23130,0.47285235
23140,0.18264543
23150,0.2816884
23160,0.42264247
23170,0.3234312
23180,0.41185853
23190,0.40891433
23200,0.18000482
23210,0.42856178
23220,0.44067633
23230,0.4843449
23240,0.20064536
23250,0.2291969
23260,0.18436702
23270,0.33864576
23280,0.36522403
23290,0.4425618
23300,0.47888154
23310,0.53661364
23320,0.16333567
23330,0.36573577
23340,0.27958056
23350,0.38555408
23360,0.29665035
23370,0.115172505
23380,0.32456562
23390,0.2238912
23400,0.33101928
23410,0.3628174
23420,0.37372655
23430,0.28752136
23440,0.14094763
23450,0.3855489
23460,0.37042117
23470,0.3788427
23480,0.085549824
23490,0.24699709
23500,0.11770033
23510,0.2736684
23520,0.45431423
23530,0.2572406
23540,0.38320893
23550,0.28447896
23560,0.18213743
23570,0.33027655
23580,0.46947554
23590,0.40497026
23600,0.19378707
23610,0.2926493
23620,0.24971712
23630,0.29470345
23640,0.29651803
23650,0.44201514
23660,0.27780384
23670,0.30239904
23680,0.14584613
23690,0.2910615
23700,0.3698766
23710,0.42990404
23720,0.21670142
23730,0.30480707
23740,0.21244879
23750,0.19055563
23760,0.4789009
23770,0.44992656
23780,0.51786536
23790,0.25269234
23800,0.15171796
23810,0.4332809
23820,0.37027848
23830,0.3491996
23840,0.1269816
23850,0.20115703
23860,0.1899244
23870,0.26697224
23880,0.28837943
23890,0.3286052
23900,0.26563454
23910,0.3297396
23920,0.18422818
23930,0.19190018
23940,0.43188757
23950,0.4559044
23960,0.15155272
23970,0.30858403
23980,0.20954715
23990,0.22027943
24000,0.32660884
24010,0.40661126
24020,0.35680243
24030,0.35643774
24040,0.20573458
24050,0.35996035
24060,0.33888406
24070,0.3284438
24080,0.2554785
24090,0.3461676
24100,0.31316668
24110,0.117043346
24120,0.26109898
24130,0.36917976
24140,0.38212916
24150,0.52445674
24160,0.15087004
24170,0.39432317
24180,0.4137346
24190,0.40039885
24200,0.23921172
24210,0.33487004
24220,0.13415465
24230,0.22521202
24240,0.50412875
24250,0.52817345
24260,0.47946894
24270,0.48798677
24280,0.22310883
24290,0.3854519
24300,0.36288798
24310,0.40962246
24320,0.20640333
24330,0.3016832
24340,0.17335176
24350,0.1351966
24360,0.26380807
24370,0.3249513
24380,0.2544791
24390,0.4065853
24400,0.15421407
24410,0.2999186
24420,0.22997355
24430,0.41787282
24440,0.19607556
24450,0.22064865
24460,0.18592548
24470,0.19911617
24480,0.3875206
24490,0.45418656
24500,0.3295649
24510,0.3274811
24520,0.30081937
24530,0.3222634
24540,0.22107819
24550,0.3276667
24560,0.18673295
24570,0.2648028
24580,0.2136727
24590,0.26873547
24600,0.33137566
24610,0.36007345
24620,0.31946647
24630,0.39593118
24640,0.21751727
24650,0.34903795
24660,0.32547754
24670,0.4992935
24680,0.13831013
24690,0.304397
24700,0.16768192
24710,0.17632431
24720,0.34464058
24730,0.25170502
24740,0.5477166
24750,0.35846418
24760,0.2228975
24770,0.34297416
24780,0.35008854
24790,0.4205754
24800,0.12155485
24810,0.17215614
24820,0.14839011
24830,0.29982287
24840,0.2914728
24850,0.38513333
24860,0.38093516
24870,0.36391753
24880,0.13898857
24890,0.28711265
24900,0.30243468
24910,0.3316696
24920,0.1259014
24930,0.28632772
24940,0.226387
24950,0.29920292
24960,0.48946598
24970,0.3926276
24980,0.36482537
24990,0.36289197
25000,0.27884245
10,11.737444
10,11.757129
20,11.195441
30,8.557207
40,7.21622
50,6.194152
60,7.5921164
70,5.347705
80,5.3659954
90,7.3796816
100,6.0506916
110,6.845689
120,5.5401773
130,5.3783956
140,6.7033997
150,6.774231
160,5.8912153
170,6.256018
180,7.015578
190,4.8838396
200,5.8179994
210,7.1720877
220,5.5288844
230,6.608307
240,4.718666
250,5.2425375
260,5.9036503
270,5.7233725
280,4.7119007
290,6.186693
300,6.3744755
310,5.9771476
320,6.07616
330,6.685202
340,6.0127964
350,5.705735
360,5.1869407
370,5.2931495
380,5.8943443
390,6.505554
400,5.4900465
410,6.419403
420,5.9002957
430,6.063427
440,5.9036093
450,7.1824055
460,4.918094
470,5.9416113
480,5.976916
490,5.340493
500,6.31353
510,5.684549
520,4.8769584
530,5.578362
540,5.6411877
550,5.2863493
560,5.2736397
570,6.5896277
580,6.1108756
590,5.736161
600,5.614087
610,5.6653857
620,6.3416967
630,5.5372534
640,6.334812
650,5.406105
660,6.563856
670,5.1251297
680,5.15236
690,7.2126017
700,5.3101206
710,6.0568314
720,4.340108
730,5.687921
740,5.6795316
750,4.6789584
760,6.2072344
770,5.754652
780,5.4197216
790,5.8306527
800,5.691565
810,6.3435316
820,5.788677
830,6.101693
840,5.7974606
850,5.307865
860,5.485044
870,5.307575
880,5.8136187
890,5.115709
900,6.145837
910,5.542558
920,4.8805676
930,5.3080587
940,5.110779
950,5.998991
960,4.3896728
970,5.4661274
980,6.469494
990,6.062949
1000,5.416889
1010,6.141328
1020,6.525287
1030,6.245876
1040,6.2548504
1050,6.4451857
1060,5.9246745
1070,5.8343296
1080,4.982775
1090,5.5961237
1100,5.6166267
1110,6.352439
1120,5.651717
1130,4.974644
1140,5.554572
1150,6.141192
1160,5.7067585
1170,5.1568108
1180,5.2811937
1190,6.420647
1200,4.15821
1210,5.4633985
1220,5.140913
1230,4.752462
1240,5.520666
1250,6.0914
1260,5.434416
1270,5.8540344
1280,4.717452
1290,4.9291897
1300,5.15145
1310,5.554387
1320,4.5212026
1330,5.923803
1340,6.2505403
1350,5.5121007
1360,4.8866515
1370,6.606075
1380,5.9433227
1390,5.044311
1400,5.8629084
1410,5.305004
1420,5.811036
1430,5.6705575
1440,5.134009
1450,6.3214464
1460,5.6604404
1470,5.027626
1480,5.0222974
1490,5.3940735
1500,6.0608077
1510,5.262724
1520,4.9552555
1530,5.5091534
1540,5.3273835
1550,4.5382113
1560,4.84029
1570,4.460593
1580,5.0567203
1590,5.7036886
1600,6.057488
1610,6.654236
1620,5.700388
1630,4.9728966
1640,5.580526
1650,5.2629404
1660,4.783412
1670,5.3000307
1680,5.5230937
1690,4.759148
1700,4.7225924
1710,5.886754
1720,5.2175546
1730,6.3720074
1740,6.162657
1750,5.4505234
1760,5.651782
1770,5.21651
1780,3.9576993
1790,6.0720453
1800,4.1089
1810,6.287573
1820,5.5968914
1830,5.7419786
1840,5.1730185
1850,5.3930054
1860,5.3038573
1870,6.016018
1880,5.61459
1890,5.6420097
1900,5.5317554
1910,6.1004825
1920,4.991336
1930,6.0536604
1940,5.4757953
1950,5.556691
1960,5.4248037
1970,5.5951304
1980,5.6901307
1990,5.3059025
2000,6.26062
2010,5.319082
2020,6.0328016
2030,5.2961483
2040,4.3980675
2050,5.9510713
2060,5.777754
2070,4.915758
2080,5.7909155
2090,5.596259
2100,5.80723
2110,5.628153
2120,6.120926
2130,4.6792593
2140,5.5890255
2150,4.7186556
2160,4.065835
2170,5.9911766
2180,5.560189
2190,5.3839493
2200,5.64734
2210,5.077085
2220,6.0839567
2230,5.4320326
2240,5.583179
2250,6.518286
2260,4.2412033
2270,5.314542
2280,4.2250166
2290,5.962922
2300,5.406462
2310,5.85662
2320,5.311552
2330,6.1236324
2340,5.212072
2350,6.118742
2360,5.449896
2370,5.265625
2380,5.5571413
2390,5.394745
2400,4.2288795
2410,6.147263
2420,6.2174654
2430,5.235876
2440,6.0546846
2450,5.929164
2460,5.904991
2470,5.1797733
2480,5.8738904
2490,6.100342
2500,5.632662
2510,5.683431
2520,5.652883
2530,5.874919
2540,6.341773
2550,5.1257887
2560,4.8546805
2570,5.5485883
2580,6.2921495
2590,5.224573
2600,5.850951
2610,3.6497238
2620,5.218177
2630,6.602236
2640,4.6801176
2650,5.539832
2660,5.881258
2670,6.016843
2680,5.504913
2690,6.4160857
2700,6.872604
2710,5.8038855
2720,6.3119583
2730,5.130444
2740,5.5697575
2750,4.6196547
2760,4.995389
2770,5.4176774
2780,5.5477304
2790,4.4584846
2800,5.1194973
2810,5.030084
2820,5.761023
2830,6.038471
2840,5.5897074
2850,5.2272987
2860,5.149413
2870,5.487667
2880,5.12605
2890,5.2096252
2900,6.981758
2910,5.452801
2920,5.5137
2930,5.532111
2940,5.585886
2950,5.9329047
2960,5.618821
2970,5.403881
2980,4.7439814
2990,5.682025
3000,5.6061826
3010,5.715394
3020,5.0553875
3030,5.401767
3040,5.0200415
3050,4.965173
3060,6.0260153
3070,5.7103987
3080,6.045906
3090,5.8856325
3100,5.3698397
3110,5.452031
3120,4.5114083
3130,6.119499
3140,6.4816813
3150,5.96873
3160,4.464383
3170,6.094143
3180,5.9706063
3190,6.240918
3200,4.722189
3210,4.7075744
3220,5.5247674
3230,5.8219895
3240,5.4861336
3250,5.6143045
3260,5.6675587
3270,5.28465
3280,5.674823
3290,5.9464417
3300,5.361084
3310,5.93244
3320,6.0018024
3330,5.3175573
3340,5.0487213
3350,4.496148
3360,6.027154
3370,6.968162
3380,5.4532976
3390,6.1075544
3400,6.8990536
3410,5.9956884
3420,6.061039
3430,5.430386
3440,5.3644714
3450,6.165711
3460,4.4506063
3470,5.542342
3480,4.9354153
3490,5.9631944
3500,5.596349
3510,5.758851
3520,5.3277674
3530,5.30843
3540,4.7304626
3550,5.4449935
3560,6.7827034
3570,6.804575
3580,5.3770366
3590,5.245965
3600,4.3946385
3610,5.6676965
3620,6.378707
3630,6.8936744
3640,5.419592
3650,5.9179554
3660,4.9709234
3670,5.943741
3680,5.782294
3690,5.770778
3700,5.187316
3710,5.53525
3720,5.157852
3730,6.1000557
3740,4.900778
3750,5.443202
3760,4.653251
3770,6.2111406
3780,5.705023
3790,6.3429136
3800,5.692879
3810,5.4313107
3820,5.1991796
3830,5.5610504
3840,4.7694855
3850,6.4799833
3860,6.076272
3870,5.8221893
3880,4.6383247
3890,4.957707
3900,5.815615
3910,6.164894
3920,4.9588842
3930,5.3407316
3940,5.396469
3950,5.8095446
3960,5.5989833
3970,7.1129613
3980,6.092636
3990,5.3071136
4000,4.3879156
4010,5.5925627
4020,5.0561185
4030,5.337145
4040,4.8611097
4050,5.978036
4060,5.865137
4070,5.264514
4080,4.402119
4090,5.2824183
4100,5.548378
4110,6.050491
4120,5.3537006
4130,5.4491386
4140,5.455067
4150,6.5238543
4160,6.744149
4170,5.1588106
4180,5.3944654
4190,6.3176756
4200,4.3807507
4210,5.798188
4220,5.644534
4230,4.737056
4240,5.4748807
4250,6.0081825
4260,6.203915
4270,5.078811
4280,6.145481
4290,5.8165727
4300,5.8416
4310,5.5378695
4320,5.3786855
4330,6.1925344
4340,5.481264
4350,4.2514095
4360,4.8423376
4370,5.30771
4380,5.5699596
4390,5.0514197
4400,4.673876
4410,4.9028435
4420,5.512703
4430,5.2309823
4440,5.490017
4450,6.865079
4460,7.020526
4470,4.794843
4480,5.440616
4490,6.4922833
4500,5.5998325
4510,4.70486
4520,5.508955
4530,6.9367795
4540,5.8279123
4550,5.079522
4560,5.8737206
4570,6.652651
4580,6.036895
4590,5.242321
4600,4.9608126
4610,5.4076004
4620,7.0017233
4630,7.2655582
4640,5.8477826
4650,7.186508
4660,6.533132
4670,5.6070905
4680,4.7911615
4690,5.270061
4700,5.7212086
4710,6.41288
4720,5.116938
4730,6.1088314
4740,6.2652965
4750,5.8428535
4760,5.673852
4770,5.407091
4780,5.424636
4790,5.840847
4800,4.3959546
4810,5.4511037
4820,6.5428815
4830,5.542285
4840,5.3698683
4850,5.046606
4860,6.2925425
4870,6.1504135
4880,6.317827
4890,6.6483474
4900,6.8846264
4910,7.7494907
4920,4.443819
4930,5.718171
4940,4.080203
4950,4.786725
4960,5.042621
4970,5.954788
4980,6.241186
4990,5.79712
5000,5.9441686
5010,5.5445747
5020,5.8994055
5030,5.0168686
5040,5.2477083
5050,6.706278
5060,5.6963887
5070,5.520898
5080,4.5275326
5090,7.0036855
5100,5.111245
5110,5.658128
5120,6.730055
5130,6.5249395
5140,6.712817
5150,5.852248
5160,5.1136036
5170,4.2592096
5180,4.945447
5190,5.6883163
5200,4.1705284
5210,7.0486717
5220,5.4764533
5230,5.2451353
5240,5.190442
5250,8.874687
5260,6.1299524
5270,6.204529
5280,5.608613
5290,6.5910473
5300,6.0315304
5310,6.5397243
5320,4.9306064
5330,5.7896647
5340,7.3756695
5350,7.440053
5360,6.136746
5370,6.8698215
5380,5.6231265
5390,5.7704673
5400,5.2905674
5410,5.5425243
5420,5.950635
5430,6.0078115
5440,4.7762184
5450,5.939444
5460,6.1182323
5470,6.0273104
5480,5.787451
5490,5.3615165
5500,5.7853603
5510,5.6136465
5520,5.622752
5530,6.0258164
5540,5.1364956
5550,4.6716423
5560,5.7080603
5570,5.4489613
5580,4.931539
5590,6.1120663
5600,6.201262
5610,6.296435
5620,5.103289
5630,5.1864176
5640,4.528473
5650,5.7634478
5660,6.159974
5670,6.1942687
5680,5.4243493
5690,7.1071258
5700,6.3515387
5710,5.6182404
5720,5.6538525
5730,9.122192
5740,5.735932
5750,4.505447
5760,4.3515563
5770,5.418184
5780,6.0003366
5790,4.7427263
5800,7.595983
5810,6.7329254
5820,5.9962196
5830,5.524352
5840,5.7681127
5850,6.422536
5860,4.384309
5870,5.087188
5880,5.4004745
5890,5.8459387
5900,6.222754
5910,5.4660625
5920,5.2604084
5930,6.660199
5940,4.6780567
5950,5.697364
5960,5.9815454
5970,5.1005516
5980,5.388261
5990,4.615563
6000,4.7134066
6010,5.374802
6020,4.9844456
6030,4.3876867
6040,5.928812
6050,5.8475294
6060,4.7520757
6070,5.0967016
6080,5.342743
6090,4.67819
6100,4.8330345
6110,6.4005013
6120,3.530436
6130,5.917964
6140,7.151756
6150,4.9575925
6160,5.6606183
6170,5.9014683
6180,5.8137403
6190,5.278475
6200,5.337803
6210,5.9081655
6220,4.801941
6230,5.98083
6240,5.6193066
6250,5.776977
6260,7.124592
6270,5.354417
