12000,0.4850
12000,0.4888
12000,0.7163
12000,0.6138
12000,0.5312
12000,0.2838
12000,0.5875
12000,0.5050
12000,0.5225
12000,1.0000
14000,0.5900
14000,0.4988
14000,0.4950
14000,0.4988
14000,0.3038
14000,0.5487
14000,0.4637
14000,0.6350
14000,0.5625
14000,0.6150
14000,1.0000
16000,0.3550
16000,0.4662
16000,0.4900
16000,0.3375
16000,0.3775
16000,0.5262
16000,0.5825
16000,0.5125
16000,1.0000
18000,0.5075
18000,0.2400
18000,0.4775
18000,0.6575
18000,0.5587
18000,0.6050
18000,0.5425
20000,0.2938
20000,0.5938
20000,0.4763
20000,0.5112
20000,0.5387
22000,0.6937
22000,0.5837
22000,0.5537
2000,0.5400
2000,0.5500
2000,0.5587
2000,0.9888
2000,0.4925
2000,0.5675
2000,0.5025
2000,0.4113
2000,0.4913
4000,0.5000
4000,0.6687
4000,0.5350
4000,0.5637
4000,1.0000
4000,0.5563
4000,0.4550
4000,0.5437
4000,0.7750
6000,0.5675
6000,0.5450
6000,0.5075
6000,0.4775
6000,0.9962
6000,0.4662
6000,0.5275
6000,0.6787
6000,0.4550
8000,0.6713
8000,0.4838
8000,0.4062
8000,0.5275
8000,0.9975
8000,0.4562
8000,0.2437
8000,0.5575
8000,0.2487
10000,0.6388
10000,0.3538
10000,0.5038
10000,0.5088
10000,0.9912
10000,0.3613
10000,0.4562
10000,0.5913
10000,0.5613
12000,0.5700
12000,0.4650
12000,0.5400
12000,0.5238
12000,0.9988
12000,0.7075
12000,0.4825
12000,0.5475
12000,0.4875
14000,0.2762
14000,1.0000
14000,0.5600
14000,0.9962
14000,0.5350
14000,0.5863
14000,0.3150
16000,0.3000
16000,1.0000
16000,0.7688
16000,0.5537
18000,0.4088
18000,1.0000
18000,0.5212
18000,0.5300
20000,0.4925
20000,1.0000
20000,0.5825
20000,0.5475
22000,1.0000
22000,0.4562
24000,1.0000
24000,0.6200
26000,0.6425
2000,0.4675
2000,0.4587
2000,0.4763
2000,0.5188
2000,0.5613
2000,0.5100
2000,0.4875
2000,0.5025
2000,0.5637
2000,0.5962
2000,0.5675
2000,0.5200
2000,0.4713
2000,0.5613
2000,0.6350
2000,0.3613
2000,0.6100
4000,0.5062
4000,0.5075
4000,0.4537
4000,0.5525
4000,0.5613
4000,0.5575
4000,0.4863
4000,0.5763
4000,0.5337
4000,0.5150
4000,0.4075
4000,0.5125
4000,0.3975
4000,0.5787
4000,0.6125
4000,0.6562
4000,0.5175
6000,0.4587
6000,0.6062
6000,0.5288
6000,0.4838
6000,0.5775
6000,0.5088
6000,0.5687
6000,0.4525
6000,0.5000
6000,0.6500
6000,0.4675
6000,0.5075
6000,0.3987
6000,0.6025
6000,0.5837
6000,0.6000
6000,0.5275
8000,0.5350
8000,0.4412
8000,0.5663
8000,0.5513
8000,0.4950
8000,0.4025
8000,0.5475
8000,0.5025
8000,0.5850
8000,0.5787
8000,0.4625
8000,0.5363
8000,0.4537
8000,0.6212
8000,0.5575
8000,0.5737
8000,0.4863
10000,0.3688
10000,0.4950
10000,0.5288
10000,0.4875
10000,0.5763
10000,0.4500
10000,0.5188
10000,0.4925
10000,0.5613
10000,0.6375
10000,0.5025
10000,0.5262
10000,0.5325
10000,0.4612
10000,0.5787
10000,0.4487
10000,0.4125
12000,0.3825
12000,0.5400
12000,0.5212
12000,0.5575
12000,0.4450
12000,0.5012
12000,0.3900
12000,0.5600
12000,0.5325
12000,0.5950
12000,0.6488
12000,0.5575
12000,0.3362
12000,0.5625
12000,0.4363
12000,0.5613
12000,0.5300
14000,0.4813
14000,0.4900
14000,0.5487
14000,0.5750
14000,0.6388
14000,0.4763
14000,0.6288
14000,0.5737
14000,0.4612
14000,0.4950
14000,0.5450
14000,0.5700
14000,0.6000
14000,0.5363
16000,0.5250
16000,0.5112
16000,0.4750
16000,0.4650
16000,0.4775
16000,0.5850
16000,0.5200
16000,0.4900
16000,0.5600
16000,0.5875
16000,0.4662
18000,0.5337
18000,0.5763
18000,0.5687
18000,0.5112
18000,0.5587
18000,0.5238
18000,0.5663
18000,0.4775
20000,0.4600
20000,0.5112
20000,0.4925
20000,0.4475
20000,0.5650
20000,0.4125
20000,0.5550
20000,0.4150
22000,0.3950
22000,0.4113
22000,0.4587
22000,0.4637
22000,0.5463
22000,0.3862
24000,0.5200
24000,0.5400
24000,0.4975
24000,0.5737
24000,0.3700
26000,0.4750
26000,0.5150
28000,0.4325
28000,0.4612
30000,0.5537
30000,0.4487
32000,0.3875
34000,0.5000
2000,0.5487
2000,0.5337
2000,0.8950
2000,0.4875
2000,0.6388
2000,0.5625
2000,0.3650
2000,0.4175
2000,0.4750
4000,0.5250
4000,0.4788
4000,1.0000
4000,0.6212
4000,0.5637
4000,0.5400
4000,0.2825
4000,0.5725
4000,0.5175
6000,0.5513
6000,0.5050
6000,0.4900
6000,1.0000
6000,0.6300
6000,0.4475
6000,0.8788
6000,0.5663
6000,0.6850
8000,0.5400
8000,0.5138
8000,1.0000
8000,0.5913
8000,0.6312
8000,0.5900
8000,0.8825
8000,0.5363
8000,0.5500
10000,0.5225
10000,0.4625
10000,1.0000
10000,0.6325
10000,0.4425
10000,1.0000
10000,0.5125
10000,0.8912
10000,0.9912
12000,0.4975
12000,1.0000
12000,0.6088
12000,0.4475
12000,0.4813
12000,1.0000
12000,0.3500
12000,0.5162
12000,0.9450
14000,0.5275
14000,1.0000
14000,0.5737
14000,0.3862
14000,0.5012
14000,0.5188
14000,1.0000
14000,0.5025
16000,0.5050
16000,0.4625
16000,0.4950
16000,0.4650
16000,1.0000
16000,0.4113
18000,0.6075
18000,0.4738
18000,0.4600
18000,1.0000
18000,0.5700
20000,0.4925
20000,0.4975
20000,1.0000
20000,0.6050
22000,0.4975
22000,0.5012
24000,0.4963
26000,0.5550
28000,0.5175
2000,0.7137
2000,0.7775
2000,0.5450
2000,0.7638
2000,1.0000
2000,1.0000
2000,0.5875
2000,1.0000
2000,0.5525
4000,0.6900
4000,0.5687
4000,0.5550
4000,1.0000
4000,0.7475
4000,0.7462
4000,1.0000
4000,0.5475
4000,1.0000
6000,0.6913
6000,0.5200
6000,0.5875
6000,1.0000
6000,0.7525
6000,0.7488
6000,1.0000
6000,0.5475
6000,1.0000
8000,0.5763
8000,0.6763
8000,1.0000
8000,0.7462
8000,0.5300
8000,0.7462
8000,1.0000
8000,0.5525
8000,1.0000
10000,0.6737
10000,0.7500
10000,0.5600
10000,1.0000
10000,0.5250
10000,0.7362
10000,1.0000
10000,0.6000
10000,1.0000
12000,0.7262
12000,0.6687
12000,0.5725
12000,1.0000
12000,0.4988
12000,0.7238
12000,1.0000
12000,0.5437
12000,1.0000
14000,0.4875
14000,0.5525
16000,0.5513
18000,0.5750
20000,0.5775
2000,0.1925
2000,0.1737
2000,0.2062
2000,0.1875
2000,0.2125
2000,0.2000
2000,0.2100
2000,0.2100
2000,0.1875
4000,0.2025
4000,0.1800
4000,0.1950
4000,0.2000
4000,0.2162
4000,0.1888
4000,0.2188
4000,0.2037
4000,0.1950
6000,0.2137
6000,0.2050
6000,0.1800
6000,0.1825
6000,0.2125
6000,0.2263
6000,0.2362
6000,0.2112
6000,0.2075
8000,0.2025
8000,0.2112
8000,0.2000
8000,0.2037
8000,0.1950
8000,0.1913
8000,0.2263
8000,0.2075
8000,0.2075
10000,0.2188
10000,0.2013
10000,0.2050
10000,0.1938
10000,0.2175
10000,0.1888
10000,0.1787
10000,0.1875
10000,0.2075
12000,0.1825
12000,0.2112
12000,0.1800
12000,0.1713
12000,0.1888
12000,0.1862
12000,0.2125
12000,0.1925
12000,0.1850
14000,0.2225
14000,0.2112
14000,0.2000
14000,0.1963
14000,0.1825
14000,0.1950
14000,0.2062
14000,0.1963
14000,0.2175
16000,0.2175
16000,0.2238
16000,0.2150
16000,0.2225
16000,0.2062
16000,0.2087
16000,0.1975
16000,0.2238
18000,0.2013
18000,0.2013
18000,0.2075
18000,0.2450
18000,0.1950
20000,0.1837
20000,0.2137
20000,0.2225
20000,0.2050
20000,0.2213
22000,0.2238
22000,0.2050
22000,0.1800
22000,0.2037
22000,0.2162
24000,0.2100
24000,0.1938
24000,0.2188
24000,0.1975
24000,0.2013
26000,0.1925
26000,0.2025
26000,0.1862
26000,0.1900
26000,0.1975
28000,0.1900
28000,0.1862
28000,0.2100
28000,0.1850
30000,0.2000
30000,0.2137
30000,0.1950
32000,0.2013
2000,0.2238
2000,0.3013
2000,0.1988
2000,0.2213
2000,0.1875
2000,0.2162
2000,0.2712
2000,0.2137
2000,0.2263
4000,0.2362
4000,0.2075
4000,0.2087
4000,0.1925
4000,0.1925
4000,0.2137
4000,0.2338
4000,0.2162
4000,0.1925
6000,0.2387
6000,0.2037
6000,0.1825
6000,0.2412
6000,0.2100
6000,0.2375
6000,0.2263
6000,0.2050
6000,0.2125
8000,0.2325
8000,0.2062
8000,0.2175
8000,0.2062
8000,0.1862
8000,0.2425
8000,0.1850
8000,0.2062
8000,0.2225
10000,0.2175
10000,0.2238
10000,0.2075
10000,0.2150
10000,0.1787
10000,0.2188
10000,0.1688
10000,0.2175
10000,0.2225
12000,0.2162
12000,0.2137
12000,0.1988
12000,0.2037
12000,0.1837
12000,0.1900
12000,0.2338
12000,0.1787
12000,0.2100
14000,0.2000
14000,0.1800
14000,0.1850
14000,0.2025
16000,0.1925
16000,0.2137
16000,0.2112
16000,0.1837
18000,0.2050
18000,0.1900
20000,0.2025
2000,0.4763
2000,0.3613
2000,0.3150
2000,0.8187
2000,0.3613
2000,0.8100
2000,0.7150
2000,0.4813
2000,0.5038
4000,0.6875
4000,1.0000
4000,0.2487
4000,0.7863
4000,0.4200
4000,0.9600
4000,0.8200
4000,0.3438
4000,0.4100
6000,0.7362
6000,1.0000
6000,0.2800
6000,0.7987
6000,0.4437
6000,1.0000
6000,0.7887
6000,0.4213
6000,0.4900
8000,0.4062
8000,0.6975
8000,0.2013
8000,0.1875
8000,0.7913
8000,1.0000
8000,0.3350
8000,0.8150
8000,0.4625
10000,0.7150
10000,0.4612
10000,0.3787
10000,0.7762
10000,0.4975
10000,1.0000
10000,0.4250
10000,0.7700
10000,1.0000
12000,0.6987
12000,1.0000
12000,0.5050
12000,0.7638
12000,1.0000
12000,1.0000
12000,0.4300
12000,0.7662
12000,1.0000
14000,0.6813
14000,1.0000
14000,0.3837
14000,0.2362
14000,1.0000
14000,0.7762
14000,1.0000
16000,0.6700
16000,0.5100
16000,0.2925
16000,1.0000
16000,1.0000
18000,0.4900
18000,0.5288
18000,1.0000
20000,0.2300
20000,1.0000
20000,1.0000
22000,0.4950
22000,0.4688
24000,0.5863
26000,0.4900
28000,0.4338
30000,0.1588
32000,0.4325
34000,1.0000
36000,0.4025
38000,0.5000
40000,0.4012
42000,0.5188
44000,0.4475
2000,0.4825
2000,0.4562
2000,0.8300
2000,0.7900
2000,0.5225
2000,0.6525
2000,0.3312
2000,0.8163
2000,0.3675
4000,0.8187
4000,0.3950
4000,0.7425
4000,0.4750
4000,0.7075
4000,0.5725
4000,0.4562
4000,0.3850
4000,0.8125
6000,0.8113
6000,0.7688
6000,0.6550
6000,0.3500
6000,0.4400
6000,0.6675
6000,0.6275
6000,0.7800
6000,0.2675
8000,0.7575
8000,0.3675
8000,0.7300
8000,0.4963
8000,0.6713
8000,0.4575
8000,0.9712
8000,0.4012
8000,0.7850
10000,0.3525
10000,0.3837
10000,0.8025
10000,0.4350
10000,0.7262
10000,0.4125
10000,0.3887
10000,0.7238
10000,0.4163
12000,0.3613
12000,0.7738
12000,0.3412
12000,0.7338
12000,0.5262
12000,0.2787
12000,0.5463
12000,0.5537
12000,0.7288
14000,0.4188
14000,0.3887
14000,0.3325
14000,0.6500
14000,0.4988
16000,0.2188
16000,0.3650
16000,0.5725
16000,0.4950
18000,0.2300
18000,0.2838
